時刻(ms),相対方位(w),相対方位(x),相対方位(y),相対方位(z),角速度(x),角速度(y),角速度(z),加速度-重力加速度(x),加速度-重力加速度(y),加速度-重力加速度(z),Sys,Gyro,Accel,Mag
"8901
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.12
","-0.06
","0.00
","0.00
","0.00
","0.00
","0
","0
","0
","0
"
"8952
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.19
","0.06
","-0.06
","0.00
","0.01
","-0.01
","0
","0
","0
","0
"
"9001
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.06
","0.12
","0.00
","-0.01
","0.01
","-0.03
","0
","0
","0
","0
"
"9052
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.19
","0.12
","0.06
","0.00
","0.00
","-0.03
","0
","0
","0
","0
"
"9101
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.00
","0.12
","-0.12
","0.01
","0.00
","-0.01
","0
","0
","0
","0
"
"9151
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.06
","0.12
","0.06
","0.00
","0.00
","-0.03
","0
","0
","0
","0
"
"9200
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.25
","0.12
","0.12
","0.00
","0.01
","-0.03
","0
","0
","0
","0
"
"9250
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.06
","0.00
","0.12
","0.00
","0.00
","-0.02
","0
","0
","0
","0
"
"9299
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.06
","0.06
","0.06
","0.00
","0.00
","0.00
","0
","0
","0
","0
"
"9349
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.12
","-0.06
","-0.25
","0.00
","0.00
","0.00
","0
","0
","0
","0
"
"9399
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.00
","0.06
","0.00
","0.00
","0.00
","0.01
","0
","3
","0
","0
"
"9452
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.06
","-0.06
","0.12
","0.00
","0.00
","-0.05
","0
","3
","0
","0
"
"9502
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.19
","-0.12
","-0.12
","0.00
","0.00
","-0.01
","0
","3
","0
","0
"
"9552
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.00
","0.12
","-0.12
","0.00
","0.00
","-0.01
","0
","3
","1
","0
"
"9603
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.12
","-0.12
","0.00
","0.00
","0.01
","-0.03
","0
","3
","1
","0
"
"9654
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.06
","0.06
","-0.12
","0.00
","0.01
","-0.01
","0
","3
","1
","0
"
"9704
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.06
","0.00
","0.06
","0.00
","0.01
","-0.01
","0
","3
","1
","0
"
"9754
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.00
","0.06
","-0.12
","0.00
","0.01
","0.00
","0
","3
","1
","0
"
"9803
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.12
","-0.06
","-0.06
","0.01
","-0.01
","-0.02
","0
","3
","1
","0
"
"9853
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.19
","-0.12
","0.06
","0.00
","0.01
","0.00
","0
","3
","1
","0
"
"9904
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.00
","-0.06
","0.06
","0.00
","0.00
","-0.02
","0
","3
","1
","0
"
"9954
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.06
","0.00
","0.00
","0.00
","0.00
","-0.01
","0
","3
","1
","0
"
"10004
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.00
","0.00
","0.06
","0.00
","0.01
","-0.02
","0
","3
","1
","0
"
"10054
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.06
","0.12
","0.00
","-0.01
","0.00
","-0.01
","0
","3
","1
","0
"
"10104
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.12
","-0.06
","-0.06
","0.00
","0.01
","-0.01
","0
","3
","1
","0
"
"10153
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.06
","-0.06
","0.06
","0.00
","0.00
","0.03
","0
","3
","1
","0
"
"10204
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.00
","0.25
","0.06
","-0.02
","0.00
","-0.02
","0
","3
","1
","0
"
"10254
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.06
","-0.19
","0.06
","0.00
","-0.02
","-0.03
","0
","3
","1
","0
"
"10304
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.06
","-0.06
","0.06
","0.00
","-0.01
","-0.04
","0
","3
","1
","0
"
"10354
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.19
","0.19
","0.12
","0.00
","0.00
","-0.03
","0
","3
","1
","0
"
"10404
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.19
","0.12
","0.12
","0.00
","0.00
","-0.01
","0
","3
","1
","0
"
"10455
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.12
","-0.12
","0.06
","0.00
","0.00
","0.00
","0
","3
","1
","0
"
"10505
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.12
","-0.19
","-0.06
","0.01
","0.01
","-0.03
","0
","3
","1
","0
"
"10555
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.06
","0.06
","-0.06
","-0.01
","0.00
","-0.02
","0
","3
","1
","0
"
"10605
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.12
","0.00
","0.06
","-0.01
","0.01
","0.00
","0
","3
","1
","0
"
"10654
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.06
","0.06
","-0.06
","0.00
","0.00
","-0.01
","0
","3
","1
","0
"
"10704
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.00
","-0.06
","0.12
","0.00
","0.00
","-0.03
","0
","3
","1
","0
"
"10755
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.00
","0.00
","0.06
","0.00
","0.00
","0.00
","0
","3
","1
","0
"
"10805
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.12
","0.12
","0.19
","0.00
","-0.01
","0.00
","0
","3
","1
","0
"
"10855
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.00
","-0.12
","0.06
","0.00
","0.00
","-0.02
","0
","3
","1
","0
"
"10905
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.06
","-0.12
","0.00
","-0.01
","0.01
","-0.01
","0
","3
","1
","0
"
"10955
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.12
","0.00
","0.00
","0.00
","0.01
","-0.01
","0
","3
","1
","0
"
"11008
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.06
","0.06
","-0.06
","0.00
","0.01
","-0.02
","0
","3
","1
","0
"
"11059
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.06
","0.06
","0.12
","0.00
","0.01
","0.01
","0
","3
","1
","0
"
"11109
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.06
","0.00
","0.12
","-0.01
","0.00
","-0.03
","0
","3
","1
","0
"
"11159
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.06
","-0.12
","0.00
","0.00
","0.00
","-0.03
","0
","3
","1
","0
"
"11209
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.12
","0.25
","0.12
","0.00
","-0.01
","-0.01
","0
","3
","1
","0
"
"11259
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.00
","0.06
","0.12
","0.00
","-0.01
","-0.03
","0
","3
","1
","0
"
"11310
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.31
","0.00
","0.00
","0.00
","0.00
","0.00
","0
","3
","1
","0
"
"11360
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.19
","0.12
","0.00
","0.00
","-0.01
","-0.01
","0
","3
","1
","0
"
"11409
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.00
","-0.19
","0.00
","0.00
","0.00
","-0.02
","0
","3
","1
","0
"
"11459
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.06
","0.12
","0.06
","0.01
","0.01
","-0.01
","0
","3
","1
","0
"
"11509
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.06
","0.00
","-0.06
","0.00
","0.00
","-0.02
","0
","3
","1
","0
"
"11559
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.19
","0.06
","-0.06
","0.00
","0.01
","-0.03
","0
","3
","1
","0
"
"11610
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.06
","-0.06
","-0.06
","-0.01
","0.00
","-0.02
","0
","3
","1
","0
"
"11660
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.06
","-0.06
","0.06
","0.00
","0.00
","-0.02
","0
","3
","1
","0
"
"11709
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.06
","-0.06
","-0.19
","0.00
","0.00
","-0.03
","0
","3
","1
","0
"
"11759
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.06
","-0.06
","0.12
","0.00
","0.01
","-0.03
","0
","3
","1
","0
"
"11809
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.06
","0.00
","-0.19
","0.00
","0.01
","-0.02
","0
","3
","1
","0
"
"11859
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.00
","0.06
","-0.06
","-0.01
","0.01
","0.00
","0
","3
","1
","0
"
"11910
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.00
","0.00
","0.00
","0.00
","-0.02
","-0.03
","0
","3
","1
","0
"
"11960
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.06
","-0.06
","-0.12
","0.01
","0.00
","0.00
","0
","3
","1
","0
"
"12010
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.06
","-0.12
","-0.12
","0.00
","0.00
","0.00
","0
","3
","1
","0
"
"12059
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.19
","-0.06
","0.06
","0.00
","-0.01
","0.00
","0
","3
","1
","0
"
"12109
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.12
","0.12
","0.19
","0.00
","0.00
","-0.01
","0
","3
","1
","0
"
"12160
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.12
","0.00
","-0.12
","0.00
","0.01
","-0.03
","0
","3
","1
","0
"
"12210
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.12
","0.00
","-0.06
","0.00
","0.00
","0.00
","0
","3
","1
","0
"
"12259
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.00
","0.31
","0.00
","0.00
","0.02
","-0.01
","0
","3
","1
","0
"
"12309
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.19
","0.12
","0.06
","0.00
","0.01
","-0.01
","0
","3
","1
","0
"
"12359
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.06
","0.00
","-0.06
","0.02
","0.00
","-0.01
","0
","3
","1
","0
"
"12408
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.00
","-0.06
","0.00
","0.01
","0.00
","-0.01
","0
","3
","1
","0
"
"12459
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.00
","0.00
","-0.12
","0.00
","0.00
","-0.01
","0
","3
","1
","0
"
"12508
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.06
","0.06
","0.00
","0.00
","0.00
","-0.01
","0
","3
","1
","0
"
"12558
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.12
","-0.06
","-0.06
","0.00
","-0.01
","-0.02
","0
","3
","1
","0
"
"12608
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.19
","0.00
","-0.12
","0.00
","0.00
","0.00
","0
","3
","1
","0
"
"12658
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.00
","-0.06
","-0.06
","-0.01
","0.00
","-0.04
","0
","3
","1
","0
"
"12708
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.12
","0.00
","-0.12
","0.01
","0.00
","-0.02
","0
","3
","1
","0
"
"12759
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.00
","0.06
","0.12
","0.00
","0.00
","-0.02
","0
","3
","1
","0
"
"12808
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.25
","0.06
","-0.12
","0.00
","0.00
","-0.02
","0
","3
","1
","0
"
"12858
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.00
","-0.06
","0.06
","0.00
","0.01
","0.00
","0
","3
","1
","0
"
"12908
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.12
","0.12
","0.06
","-0.01
","0.01
","0.00
","0
","3
","1
","0
"
"12958
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.06
","0.00
","-0.19
","0.00
","0.01
","-0.04
","0
","3
","1
","0
"
"13008
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.06
","0.44
","0.25
","-0.01
","0.00
","-0.04
","0
","3
","1
","0
"
"13059
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.12
","-0.31
","-0.25
","0.00
","0.02
","-0.02
","0
","3
","1
","0
"
"13109
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.25
","0.12
","0.31
","0.00
","-0.01
","-0.02
","0
","3
","1
","0
"
"13158
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.25
","0.06
","-0.06
","0.00
","0.02
","0.00
","0
","3
","1
","0
"
"13208
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.37
","-0.06
","0.06
","0.00
","0.00
","-0.04
","0
","3
","1
","0
"
"13258
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.31
","0.00
","-0.06
","0.00
","0.00
","-0.01
","0
","3
","1
","0
"
"13308
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.31
","0.00
","0.00
","0.00
","0.01
","-0.05
","0
","3
","1
","0
"
"13358
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.19
","0.19
","0.06
","0.00
","0.00
","-0.01
","0
","3
","1
","0
"
"13408
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.00
","0.12
","0.12
","0.00
","0.00
","0.00
","0
","3
","1
","0
"
"13458
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.12
","0.00
","0.12
","-0.01
","0.00
","-0.02
","0
","3
","1
","0
"
"13508
","0.0995
","-0.9177
","-0.3848
","0.0000
","-0.06
","0.06
","0.12
","0.00
","0.00
","0.00
","0
","3
","1
","0
"
"13557
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.00
","0.06
","0.12
","-0.01
","0.00
","0.00
","0
","3
","1
","0
"
"13607
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.12
","0.12
","0.06
","0.01
","0.01
","0.00
","0
","3
","1
","0
"
"13658
","0.0995
","-0.9177
","-0.3848
","0.0000
","0.06
","0.06
","-0.06
","0.01
","-0.01
","-0.01
","0
","3
","1
","0
"
"13709
","0.0996
","-0.9177
","-0.3847
","0.0000
","0.69
","0.12
","0.00
","-0.01
","0.04
","0.00
","0
","3
","1
","0
"
"13758
","0.0996
","-0.9177
","-0.3847
","0.0000
","-0.88
","-0.06
","-0.12
","0.00
","-0.04
","-0.02
","0
","3
","1
","0
"
"13809
","0.0996
","-0.9177
","-0.3847
","0.0000
","0.56
","0.06
","0.25
","0.00
","0.01
","0.00
","0
","3
","1
","0
"
"13859
","0.0995
","-0.9177
","-0.3847
","-0.0001
","0.19
","0.12
","0.25
","0.00
","-0.01
","-0.04
","0
","3
","1
","0
"
"13910
","0.0995
","-0.9177
","-0.3847
","-0.0001
","-0.44
","-0.12
","0.12
","0.01
","0.00
","-0.02
","0
","3
","1
","0
"
"13960
","0.0995
","-0.9177
","-0.3847
","-0.0001
","0.31
","-0.25
","-0.31
","0.02
","-0.01
","-0.01
","0
","3
","1
","0
"
"14010
","0.0995
","-0.9177
","-0.3847
","-0.0001
","-0.25
","0.12
","0.19
","0.00
","0.01
","0.00
","0
","3
","1
","0
"
"14060
","0.0995
","-0.9177
","-0.3847
","-0.0001
","0.12
","0.19
","0.44
","0.00
","0.01
","-0.01
","0
","3
","1
","0
"
"14109
","0.0995
","-0.9177
","-0.3847
","-0.0001
","-0.06
","0.00
","-0.06
","0.00
","0.00
","-0.02
","0
","3
","1
","0
"
"14159
","0.0995
","-0.9177
","-0.3847
","-0.0001
","-0.25
","-0.06
","-0.19
","0.01
","0.00
","0.00
","0
","3
","1
","0
"
"14209
","0.0995
","-0.9177
","-0.3847
","-0.0001
","0.25
","0.06
","0.19
","-0.02
","0.00
","0.02
","0
","3
","1
","0
"
"14259
","0.0995
","-0.9177
","-0.3847
","-0.0001
","-0.06
","-0.19
","0.12
","0.00
","0.00
","0.00
","0
","3
","1
","0
"
