時刻(ms),相対方位(w),相対方位(x),相対方位(y),相対方位(z),角速度(x),角速度(y),角速度(z),加速度-重力加速度(x),加速度-重力加速度(y),加速度-重力加速度(z),Sys,Gyro,Accel,Mag
0.24,0.0,1.0,135959.0,0.2066,-0.0573,53.94,-0.59,-0.39,3.0,0.0,0.4772,-0.852,11.19,-8.88
0.34,0.0,1.0,135981.0,0.2109,-0.0535,46.0,-1.34,-0.33,3.0,0.0,0.4839,-0.8477,3.38,-16.37
-0.08,0.0,1.0,136000.0,0.2123,-0.0001,20.62,-0.85,0.01,3.0,0.0,0.4875,-0.8448,3.25,-18.69
-0.21,0.0,1.0,136020.0,0.2153,-0.0538,-1.31,0.28,0.0,3.0,0.0,0.4872,-0.8434,7.5,-26.12
-0.32,0.0,1.0,136040.0,0.2194,-0.0551,7.06,0.56,0.2,3.0,0.0,0.4874,-0.0147,14.38,-13.56
0.1,0.0,1.0,136059.0,0.223,-0.0543,22.87,0.11,0.03,3.0,0.0,0.4911,-0.8395,12.94,-13.44
0.27,0.0,1.0,136080.0,0.2275,-0.0516,30.25,-0.61,-0.21,3.0,0.0,0.4952,-0.8366,8.19,-7.88
0.32,0.0,1.0,136099.0,0.2286,-0.0507,31.94,-2.44,-0.95,3.0,0.0,0.4974,-0.8352,0.12,3.94
0.3,0.0,1.0,136120.0,0.2281,-0.0491,5.94,-2.93,-1.07,3.0,0.0,0.4987,-0.8351,-10.5,13.13
0.25,0.0,1.0,136139.0,0.2267,-0.0496,-38.75,-2.32,-0.72,3.0,0.0,0.4964,-0.837,-20.37,16.37
0.34,0.0,1.0,136160.0,0.2224,-0.0527,-79.75,-1.12,-0.26,3.0,0.0,0.4813,-0.8473,-30.06,16.12
0.04,0.0,1.0,136180.0,0.2141,-0.062,-102.81,1.39,0.72,3.0,0.0,0.4678,-0.8558,-30.06,15.44
-0.07,0.0,1.0,136200.0,0.2112,-0.0653,-90.62,2.56,0.73,3.0,0.0,0.4618,-0.8594,-27.0,10.19
-0.83,0.0,1.0,136220.0,0.2043,-0.073,-37.25,1.1,0.24,3.0,0.0,0.455,-0.8641,-12.44,18.44
-1.05,0.0,1.0,136240.0,0.2025,-0.0733,15.31,-1.34,-0.66,3.0,0.0,0.4563,-0.864,5.19,41.19
0.3,0.0,1.0,136259.0,0.1977,-0.0696,10.38,-3.89,-1.18,3.0,0.0,0.4578,-0.866,-3.38,50.19
1.38,0.0,1.0,136280.0,0.1862,-0.0669,-69.75,-1.91,-0.41,3.0,0.0,0.4532,-0.8691,-41.0,24.19
0.72,0.0,1.0,136299.0,0.1822,-0.0708,-148.88,1.41,0.23,3.0,0.0,0.4354,-0.879,-58.25,-8.63
-1.24,0.0,1.0,136320.0,0.1741,-0.0898,-136.63,4.34,0.96,3.0,0.0,0.408,-0.8917,-26.31,-0.75
-2.16,0.0,1.0,136339.0,0.1725,-0.0932,-53.38,4.21,1.49,3.0,0.0,0.4041,-0.8936,17.56,14.25
-1.43,0.0,1.0,136358.0,0.171,-0.0923,32.5,1.05,0.47,3.0,0.0,0.4094,-0.8923,41.75,27.0
0.34,0.0,1.0,136379.0,0.1702,-0.0786,64.44,-1.39,-0.31,3.0,0.0,0.4139,-0.0001,33.13,24.25
1.14,0.0,1.0,136398.0,-0.0001,-0.0001,28.44,-2.58,-1.11,3.0,0.0,0.4195,-0.8889,6.75,13.81
0.95,0.0,1.0,136419.0,0.1677,-0.0715,-35.94,-1.91,-0.98,3.0,0.0,0.412,-0.8928,-11.94,1.75
0.2,0.0,1.0,136439.0,0.1667,-0.0732,-83.31,0.52,-0.52,3.0,0.0,0.4059,-0.0001,-17.25,-0.94
-0.07,0.0,1.0,136459.0,0.1646,-0.0782,-82.06,1.66,0.04,3.0,0.0,0.3884,-0.9034,-14.56,4.81
-0.37,0.0,1.0,136479.0,0.1609,-0.0839,-52.63,1.73,0.66,3.0,0.0,0.3846,-0.905,-7.69,4.44
-0.61,0.0,1.0,136499.0,0.16,-0.0849,-20.87,0.95,0.51,3.0,0.0,0.3804,-0.907,3.5,8.25
-0.4,0.0,1.0,136519.0,0.1588,-0.0847,-3.56,-0.69,-0.11,3.0,0.0,0.3788,-0.9081,9.0,10.88
0.0,0.0,1.0,136539.0,0.1576,-0.0829,-15.94,-1.18,-0.89,3.0,0.0,0.3776,-0.9089,3.81,13.0
0.6,0.0,1.0,136558.0,0.1559,-0.0818,-30.44,-1.68,-1.09,3.0,1.0,0.3708,-0.9124,-10.88,18.94
0.97,0.0,1.0,136579.0,0.1497,-0.0845,-54.25,-1.55,-0.65,3.0,1.0,0.3671,-0.9142,-36.38,15.56
0.2,0.0,1.0,136598.0,0.1469,-0.0876,-80.75,-0.49,-0.1,3.0,1.0,0.3566,-0.9185,-47.88,8.5
-0.72,0.0,1.0,136619.0,0.1384,-0.1003,-81.81,0.39,0.31,3.0,1.0,0.3395,-0.925,-34.75,15.88
-0.83,0.0,1.0,136639.0,0.1356,-0.1034,-65.44,0.79,0.06,3.0,1.0,0.3349,-0.9269,-23.12,26.0
-0.13,0.0,1.0,136658.0,0.1293,-0.1075,-48.75,0.69,0.15,3.0,1.0,0.3247,-0.9313,-19.0,28.75
0.42,0.0,1.0,136679.0,0.1198,-0.1116,-41.88,0.4,0.15,3.0,1.0,0.319,-0.9335,-32.94,18.75
-0.13,0.0,1.0,136698.0,0.1171,-0.1142,-46.31,0.27,0.09,3.0,1.0,0.3158,-0.9346,-36.19,11.0
-0.62,0.0,1.0,136719.0,0.11,-0.1229,-48.13,0.28,-0.16,3.0,1.0,0.3056,-0.9377,-25.87,9.88
-0.62,0.0,1.0,136738.0,0.1081,-0.1252,-44.5,-0.07,-0.34,3.0,1.0,0.3024,-0.0001,-10.94,23.5
0.47,0.0,1.0,136758.0,0.1035,-0.1272,-35.75,-0.89,-0.95,3.0,1.0,0.2947,-0.942,-21.06,37.75
2.34,0.0,1.0,136778.0,0.0917,-0.1312,-46.63,-0.61,-0.63,3.0,1.0,0.2883,-0.9438,-65.37,34.06
2.48,0.0,1.0,136798.0,0.0868,-0.1359,-59.75,0.63,0.16,3.0,1.0,0.2845,-0.9444,-113.87,13.31
-0.56,0.0,1.0,136818.0,0.0735,-0.1624,-56.94,1.44,0.59,3.0,1.0,0.2739,-0.9437,-111.62,2.88
-3.11,0.0,1.0,136839.0,0.07,-0.1714,-30.06,1.5,0.59,3.0,1.0,0.2722,-0.9432,-51.63,17.5
