時刻(ms),相対方位(w),相対方位(x),相対方位(y),相対方位(z),角速度(x),角速度(y),角速度(z),加速度-重力加速度(x),加速度-重力加速度(y),加速度-重力加速度(z),Sys,Gyro,Accel,Mag
0.03,0.0,1.0,15332.0,-0.0272,-0.0001,0.0,0.09,-0.01,3.0,0.0,0.5538,-0.8322,0.31,0.31
0.04,0.0,1.0,15352.0,-0.0272,-0.0001,0.12,0.04,0.0,3.0,0.0,0.5538,-0.8322,-0.12,-1.06
0.05,0.0,1.0,15372.0,-0.0271,-0.0002,0.12,0.01,0.0,3.0,0.0,0.5538,-0.8322,0.31,0.19
0.02,0.0,1.0,15392.0,-0.0272,-0.0002,0.56,-0.01,0.07,3.0,0.0,0.5538,-0.8322,0.06,-0.69
0.06,0.0,1.0,15412.0,-0.0271,-0.0002,0.12,0.0,0.04,3.0,0.0,0.5538,-0.8322,0.06,0.06
0.0,0.0,1.0,15432.0,-0.0272,-0.0002,0.06,0.0,0.02,3.0,0.0,0.5538,-0.8322,0.0,0.19
0.02,0.0,1.0,15452.0,-0.0272,-0.0002,0.19,0.0,0.02,3.0,0.0,0.5538,-0.8322,-0.19,0.12
-0.03,0.0,1.0,15472.0,-0.0272,-0.0002,0.06,0.01,0.01,3.0,0.0,0.5538,-0.8322,-0.19,0.37
0.01,0.0,1.0,15492.0,-0.0272,-0.0002,0.12,0.0,0.02,3.0,0.0,0.5538,-0.8322,-0.25,0.63
0.04,0.0,1.0,15512.0,-0.0272,-0.0001,-0.06,0.02,0.03,3.0,0.0,0.5538,-0.8322,0.0,0.69
0.0,0.0,1.0,15532.0,-0.0272,-0.0001,0.19,0.03,0.04,3.0,0.0,0.5538,-0.8322,0.0,0.06
0.04,0.0,1.0,15552.0,-0.0272,-0.0001,0.19,0.03,-0.01,3.0,0.0,0.5538,-0.8322,0.0,0.06
0.03,0.0,1.0,15571.0,-0.0272,-0.0001,0.06,0.01,0.0,3.0,0.0,0.5538,-0.8322,0.0,-0.06
0.02,0.0,1.0,15592.0,-0.0272,-0.0001,0.25,0.0,0.01,3.0,0.0,0.5538,-0.8322,-0.06,-0.12
0.0,0.0,1.0,15611.0,-0.0272,-0.0001,-0.31,0.0,0.02,3.0,0.0,0.5538,-0.8322,0.0,-0.19
0.03,0.0,1.0,15632.0,-0.0272,-0.0001,0.06,0.0,0.01,3.0,0.0,0.5538,-0.8322,0.06,0.0
0.01,0.0,1.0,15651.0,-0.0272,-0.0001,-0.31,0.02,0.0,3.0,0.0,0.5538,-0.8322,-0.06,0.25
0.02,0.0,1.0,15671.0,-0.0272,-0.0001,0.06,0.0,0.0,3.0,0.0,0.5538,-0.8322,-0.06,0.0
0.0,0.0,1.0,15691.0,-0.0272,-0.0001,-0.06,0.0,0.04,3.0,0.0,0.5538,-0.8322,0.06,0.31
0.01,0.0,1.0,15711.0,-0.0272,-0.0001,0.06,0.01,0.01,3.0,0.0,0.5538,-0.8322,-0.19,0.06
0.02,0.0,1.0,15731.0,-0.0272,-0.0001,0.12,0.02,0.01,3.0,0.0,0.5538,-0.8322,-0.06,0.12
0.03,0.0,1.0,15751.0,-0.0272,-0.0001,0.0,0.0,0.01,3.0,0.0,0.5538,-0.8322,0.06,0.31
0.03,0.0,1.0,15771.0,-0.0272,-0.0001,-0.06,0.0,0.02,3.0,0.0,0.5538,-0.8322,0.06,-0.06
0.02,0.0,1.0,15791.0,-0.0272,-0.0001,-0.12,0.0,0.02,3.0,0.0,0.5538,-0.8322,0.06,0.12
0.03,0.0,1.0,15811.0,-0.0272,-0.0001,-0.19,0.01,0.01,3.0,0.0,0.5538,-0.8322,0.0,0.12
0.02,0.0,1.0,15831.0,-0.0272,-0.0001,0.0,0.01,0.03,3.0,0.0,0.5538,-0.8322,-0.06,0.12
0.03,0.0,1.0,15851.0,-0.0272,-0.0001,0.0,0.0,0.0,3.0,0.0,0.5538,-0.8322,0.06,0.0
