時刻(ms),相対方位(w),相対方位(x),相対方位(y),相対方位(z),角速度(x),角速度(y),角速度(z),加速度-重力加速度(x),加速度-重力加速度(y),加速度-重力加速度(z),Sys,Gyro,Accel,Mag
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0000
","0.0000
","0.0000
","0.00
","0.00
","0.00
","0.00
","0.00
","0.00
","0
","0
","0
","0
","1608
","0.0000
"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0000
","0.0000
","0.0000
","0.00
","0.00
","0.00
","0.00
","0.00
","0.00
","0
","0
","0
","0
","1641
","0.0000
"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0000
","0.0000
","0.0000
","0.00
","0.00
","0.00
","0.00
","0.00
","0.00
","0
","0
","0
","0
","1675
","0.0000
"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0000
","0.0000
","0.0000
","0.00
","0.00
","0.00
","0.00
","0.00
","0.00
","0
","0
","0
","0
","1708
","0.0000
"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0000
","0.0000
","0.0000
","0.00
","0.00
","0.00
","0.00
","0.00
","0.00
","0
","0
","0
","0
","1740
","0.0000
"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0000
","0.0000
","0.0000
","0.00
","0.00
","0.00
","0.00
","0.00
","0.00
","0
","0
","0
","0
","1773
","0.0000
"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0000
","0.0000
","0.0000
","0.00
","0.00
","0.00
","0.00
","0.00
","0.00
","0
","0
","0
","0
","1806
","0.0000
"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0000
","0.0000
","0.0000
","0.00
","0.00
","0.00
","0.00
","0.00
","0.00
","0
","0
","0
","0
","1839
","0.0000
"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0000
","0.0000
","0.0000
","0.00
","0.00
","0.00
","0.00
","0.00
","0.00
","0
","0
","0
","0
","1871
","0.0000
"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0000
","0.0000
","0.0000
","0.00
","0.00
","0.00
","0.00
","0.00
","0.00
","0
","0
","0
","0
","1904
","0.0000
"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0000
","0.0000
","0.0000
","0.00
","0.00
","0.00
","0.00
","0.00
","0.00
","0
","0
","0
","0
","1937
","0.0000
"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0000
","0.0000
","0.0000
","0.00
","0.00
","0.00
","0.00
","0.00
","0.00
","0
","0
","0
","0
","1970
","0.0000
"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0000
","0.0000
","0.0000
","0.00
","0.00
","0.00
","0.00
","0.00
","0.00
","0
","0
","0
","0
","2002
","0.0000
"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0000
","0.0000
","0.0000
","0.00
","0.00
","0.00
","0.00
","0.00
","0.00
","0
","0
","0
","0
","2036
","0.0000
"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0000
","0.0000
","0.0000
","0.00
","0.00
","0.00
","0.00
","0.00
","0.00
","0
","3
","0
","0
","2073
","0.0000
"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,"0.0000
","0.0000
","0.0000
","0.00
","0.50
","0.56
","0.00
","0.00
","0.00
","0
","3
","0
","0
","2114
","0.0000
"
0.0,0.25,0.0,0.0,0.0,0.0,-0.12,0.2,0.0,0.2238,0.0001,-0.06,0.22,0.0,0.2238,"0.9739
","0.0383
","0.0001
","-0.25
","-0.06
","-0.19
","0.02
","-0.10
","0.23
","0
","3
","0
","0
","2155
","0.2238
"
0.0001,0.19,0.24,0.0,0.2238,0.0001,0.5,0.24,0.0,0.2238,0.0001,0.06,0.23,0.0,0.2238,"0.9739
","0.0383
","0.0001
","0.00
","-0.25
","-0.44
","0.00
","-0.11
","0.20
","0
","3
","0
","0
","2195
","0.2238
"
0.0001,-0.31,0.21,0.0,0.2238,0.0,-0.25,0.23,0.0,0.2238,0.0,-0.25,0.22,1.0,0.2238,"0.9739
","0.0383
","0.0000
","0.25
","0.12
","0.44
","0.01
","0.00
","0.01
","0
","3
","1
","0
","2234
","0.2238
"
0.0,0.56,0.0,1.0,0.2238,0.0,0.25,0.02,1.0,0.2238,0.0,0.37,0.0,1.0,0.2238,"0.9739
","0.0383
","0.0000
","0.19
","-0.19
","0.12
","0.02
","-0.02
","0.02
","0
","3
","1
","0
","2274
","0.2238
"
0.0,-0.5,0.02,1.0,0.2238,0.0,-0.5,0.01,1.0,0.2238,0.0,0.19,0.03,1.0,0.2238,"0.9739
","0.0383
","0.0000
","-0.19
","0.06
","0.19
","0.00
","0.01
","0.03
","0
","3
","1
","0
","2314
","0.2238
"
0.0,0.06,0.04,1.0,0.2238,0.0,0.12,0.03,1.0,0.2238,0.0,0.06,0.05,1.0,0.2238,"0.9739
","0.0383
","0.0000
","-0.19
","-0.12
","-0.19
","0.00
","-0.02
","0.01
","0
","3
","1
","0
","2354
","0.2238
"
0.0,0.06,0.01,1.0,0.2238,0.0,0.37,0.0,1.0,0.2238,0.0,0.06,0.0,1.0,0.2238,"0.9739
","0.0383
","0.0000
","-0.12
","-0.12
","-0.19
","0.01
","0.00
","0.03
","0
","3
","1
","0
","2394
","0.2238
"
