時刻(ms),相対方位(w),相対方位(x),相対方位(y),相対方位(z),角速度(x),角速度(y),角速度(z),加速度-重力加速度(x),加速度-重力加速度(y),加速度-重力加速度(z),Sys,Gyro,Accel,Mag
0.03,0.0,1.0,132987.0,-0.0253,-0.0007,-0.19,0.01,0.0,3.0,0.0,0.5527,-0.833,0.19,0.0
-0.01,0.0,1.0,133007.0,-0.0253,-0.0007,-0.12,0.01,0.0,3.0,0.0,0.5527,-0.833,-0.12,0.0
0.04,0.0,1.0,133027.0,-0.0253,-0.0007,-0.44,-0.01,0.0,3.0,0.0,0.5527,-0.833,0.06,0.0
0.03,0.0,1.0,133047.0,-0.0253,-0.0007,0.0,0.0,0.02,3.0,0.0,0.5527,-0.833,-0.06,-0.12
0.05,0.0,1.0,133067.0,-0.0253,-0.0007,0.0,0.0,0.0,3.0,0.0,0.5527,-0.833,0.12,-0.06
0.01,0.0,1.0,133087.0,-0.0253,-0.0007,-0.06,0.01,-0.02,3.0,0.0,0.5527,-0.833,-0.06,0.12
0.01,0.0,1.0,133107.0,-0.0253,-0.0007,0.31,0.0,0.01,3.0,0.0,0.5527,-0.833,0.12,0.0
0.04,0.0,1.0,133127.0,-0.0253,-0.0007,-0.06,-0.06,0.0,3.0,0.0,0.5527,-0.833,-0.06,0.12
0.03,0.0,1.0,133147.0,-0.0253,-0.0007,-0.31,-0.01,0.02,3.0,0.0,0.5527,-0.833,-0.12,0.12
0.01,0.0,1.0,133167.0,-0.0253,-0.0007,0.0,0.0,0.02,3.0,0.0,0.5527,-0.833,0.0,0.0
0.02,0.0,1.0,133187.0,-0.0253,-0.0007,-0.06,0.0,0.02,3.0,0.0,0.5527,-0.833,0.0,0.12
0.03,0.0,1.0,133207.0,-0.0253,-0.0007,-0.25,0.02,0.0,3.0,0.0,0.5527,-0.833,-0.06,-0.12
0.01,0.0,1.0,133227.0,-0.0253,-0.0007,0.19,0.0,0.0,3.0,0.0,0.5527,-0.833,0.06,0.06
0.03,0.0,1.0,133246.0,-0.0253,-0.0007,-0.12,0.0,0.01,3.0,0.0,0.5527,-0.833,0.12,0.0
0.01,0.0,1.0,133267.0,-0.0253,-0.0007,-0.19,0.0,-0.02,3.0,0.0,0.5527,-0.833,0.06,0.12
0.02,0.0,1.0,133286.0,-0.0253,-0.0007,0.25,0.01,0.01,3.0,0.0,0.5527,-0.833,0.19,0.06
0.03,0.0,1.0,133307.0,-0.0253,-0.0007,-0.19,0.0,0.01,3.0,0.0,0.5527,-0.833,0.12,0.12
0.01,0.0,1.0,133326.0,-0.0253,-0.0007,-0.12,0.01,-0.01,3.0,0.0,0.5527,-0.833,-0.06,0.12
0.01,0.0,1.0,133347.0,-0.0253,-0.0007,0.12,0.01,0.0,3.0,0.0,0.5527,-0.833,0.0,0.12
0.02,0.0,1.0,133366.0,-0.0253,-0.0007,-0.25,0.0,-0.02,3.0,0.0,0.5527,-0.833,0.0,-0.06
0.02,0.0,1.0,133387.0,-0.0253,-0.0007,0.0,0.02,0.0,3.0,0.0,0.5527,-0.833,0.06,0.06
0.04,0.0,1.0,133406.0,-0.0253,-0.0007,-0.12,0.01,0.0,3.0,0.0,0.5527,-0.833,-0.06,-0.06
0.02,0.0,1.0,133426.0,-0.0253,-0.0007,0.12,0.0,0.01,3.0,0.0,0.5527,-0.833,-0.06,0.0
0.03,0.0,1.0,133446.0,-0.0253,-0.0007,-0.19,0.0,0.0,3.0,0.0,0.5527,-0.833,0.0,0.0
0.02,0.0,1.0,133466.0,-0.0253,-0.0007,0.19,0.0,0.0,3.0,0.0,0.5527,-0.833,-0.06,0.12
0.03,0.0,1.0,133486.0,-0.0253,-0.0007,0.25,0.0,0.03,3.0,0.0,0.5527,-0.833,-0.06,-0.12
0.01,0.0,1.0,133507.0,-0.0253,-0.0007,-0.06,0.01,0.0,3.0,0.0,0.5527,-0.833,-0.06,0.12
0.01,0.0,1.0,133526.0,-0.0253,-0.0007,-0.06,0.01,-0.01,3.0,0.0,0.5527,-0.833,0.06,-0.12
0.0,0.0,1.0,133547.0,-0.0253,-0.0007,0.25,0.01,0.0,3.0,0.0,0.5527,-0.833,0.0,0.0
0.03,0.0,1.0,133566.0,-0.0253,-0.0007,-0.12,0.02,-0.03,3.0,0.0,0.5527,-0.833,0.06,0.0
0.03,0.0,1.0,133585.0,-0.0253,-0.0007,-0.06,0.0,0.0,3.0,0.0,0.5527,-0.833,0.06,0.12
0.01,0.0,1.0,133606.0,-0.0253,-0.0007,0.19,-0.07,0.08,3.0,0.0,0.5527,-0.833,0.12,-0.06
0.06,0.0,1.0,133625.0,-0.0253,-0.0007,0.0,0.04,-0.01,3.0,0.0,0.5527,-0.833,0.12,0.12
0.05,0.0,1.0,133646.0,-0.0253,-0.0007,0.0,0.0,0.0,3.0,0.0,0.5527,-0.833,-0.25,0.0
0.02,0.0,1.0,133665.0,-0.0253,-0.0007,0.06,0.0,0.01,3.0,0.0,0.5527,-0.833,0.0,0.0
0.03,0.0,1.0,133686.0,-0.0253,-0.0007,-0.25,0.01,0.0,3.0,0.0,0.5527,-0.833,-0.19,0.12
