時刻(ms),相対方位(w),相対方位(x),相対方位(y),相対方位(z),角速度(x),角速度(y),角速度(z),加速度-重力加速度(x),加速度-重力加速度(y),加速度-重力加速度(z),Sys,Gyro,Accel,Mag
0.0257,-0.12,-0.03,3.0,206202.0,-0.0001,-0.06,-0.02,3.0,206213.0,-0.0001,-0.06,-0.04,3.0,206222.0,"0.2120
","-0.0001
","-0.0001
","-0.0001
","-0.19
","0.06
","-0.19
","-0.07
","-0.04
","0.03
","0
","3
","1
","0
","206232
"
-0.0001,0.06,-0.02,3.0,206242.0,-0.0001,0.19,-0.05,3.0,206252.0,-0.0001,0.06,-0.05,3.0,206262.0,"0.2120
","0.9769
","0.0257
","-0.0126
","-0.06
","0.06
","0.00
","-0.06
","-0.06
","0.00
","0
","3
","1
","0
","206272
"
-0.0001,-0.19,-0.02,3.0,206282.0,-0.0001,-0.25,-0.01,3.0,206292.0,-0.0001,-0.12,-0.03,3.0,206302.0,"0.2120
","-0.0001
","-0.0001
","-0.0001
","0.06
","-0.06
","0.06
","-0.09
","-0.03
","0.02
","0
","3
","1
","0
","206312
"
0.0257,0.12,-0.06,3.0,206322.0,-0.0001,0.06,-0.04,3.0,206332.0,-0.0001,0.19,-0.03,3.0,206342.0,"0.2120
","0.9769
","0.0257
","-0.0126
","-0.06
","0.06
","-0.06
","-0.06
","-0.05
","-0.02
","0
","3
","1
","0
","206352
"
0.0257,-0.06,-0.05,3.0,206362.0,0.0257,0.0,-0.05,3.0,206372.0,-0.0001,0.06,-0.03,3.0,206382.0,"0.2120
","-0.0001
","-0.0001
","-0.0001
","0.12
","-0.12
","-0.06
","-0.10
","-0.02
","0.00
","0
","3
","1
","0
","206392
"
-0.0001,-0.19,-0.04,3.0,206402.0,0.0257,-0.12,-0.03,3.0,206412.0,0.0257,0.06,-0.03,3.0,206423.0,"0.2120
","-0.0001
","-0.0001
","-0.0001
","0.00
","-0.06
","0.00
","-0.08
","-0.03
","0.00
","0
","3
","1
","0
","206432
"
-0.0001,0.31,-0.03,3.0,206442.0,-0.0001,-0.25,-0.06,3.0,206451.0,-0.0001,-0.12,-0.05,3.0,206461.0,"0.2120
","-0.0001
","-0.0001
","-0.0001
","0.06
","-0.12
","0.06
","-0.05
","-0.05
","0.00
","0
","3
","1
","0
","206472
"
0.0257,-0.06,-0.03,3.0,206481.0,0.0257,0.06,-0.03,3.0,206491.0,-0.0001,-0.06,-0.03,3.0,206501.0,"0.2120
","0.9769
","-0.0001
","-0.0001
","0.06
","-0.12
","0.12
","-0.09
","-0.05
","-0.01
","0
","3
","1
","0
","206512
"
-0.0001,0.0,-0.05,3.0,206521.0,0.0257,-0.19,-0.06,3.0,206532.0,-0.0001,-0.06,-0.04,3.0,206541.0,"0.2120
","-0.0001
","-0.0001
","-0.0001
","0.06
","0.00
","0.00
","-0.07
","-0.03
","-0.01
","0
","3
","1
","0
","206552
"
-0.0001,-0.12,-0.04,3.0,206561.0,-0.0001,-0.12,-0.05,3.0,206571.0,-0.0001,0.0,-0.05,3.0,206581.0,"0.2120
","-0.0001
","-0.0001
","-0.0001
","0.06
","-0.19
","0.19
","-0.09
","-0.04
","0.00
","0
","3
","1
","0
","206592
"
-0.0001,-0.12,-0.04,3.0,206601.0,-0.0001,0.06,-0.04,3.0,206611.0,0.0257,0.0,-0.05,3.0,206621.0,"0.2120
","-0.0001
","-0.0001
","-0.0001
","0.19
","0.00
","0.19
","-0.06
","-0.03
","0.01
","0
","3
","1
","0
","206631
"
-0.0001,-0.12,-0.05,3.0,206641.0,-0.0001,0.0,-0.06,3.0,206651.0,-0.0001,0.0,-0.04,3.0,206661.0,"0.2120
","0.9769
","-0.0001
","-0.0001
","-0.06
","-0.12
","-0.25
","-0.07
","-0.04
","-0.01
","0
","3
","1
","0
","206671
"
0.0257,0.0,-0.05,3.0,206682.0,-0.0001,0.0,-0.03,3.0,206691.0,-0.0001,0.0,-0.07,3.0,206701.0,"0.2120
","-0.0001
","-0.0001
","-0.0001
","0.00
","0.19
","0.06
","-0.09
","-0.03
","0.02
","0
","3
","1
","0
","206711
"
-0.0001,0.0,-0.06,3.0,206721.0,-0.0001,0.0,-0.02,3.0,206731.0,-0.0001,0.0,-0.05,3.0,206741.0,"0.2120
","0.9769
","0.0257
","-0.0126
","0.12
","-0.06
","0.06
","-0.04
","-0.05
","-0.03
","0
","3
","1
","0
","206751
"
0.0257,0.0,-0.03,3.0,206761.0,-0.0001,0.12,-0.03,3.0,206771.0,-0.0001,0.12,-0.02,3.0,206781.0,"0.2120
","-0.0001
","-0.0001
","-0.0001
","0.06
","0.00
","0.06
","-0.07
","-0.04
","0.01
","0
","3
","1
","0
","206790
"
-0.0001,0.12,-0.04,3.0,206800.0,0.0257,-0.06,-0.05,3.0,206811.0,-0.0001,-0.19,-0.03,3.0,206821.0,"0.2120
","0.9769
","0.0257
","-0.0126
","0.12
","0.00
","-0.06
","-0.07
","-0.04
","0.00
","0
","3
","1
","0
","206831
"
0.0257,0.06,-0.04,3.0,206841.0,-0.0001,0.06,-0.03,3.0,206851.0,0.0257,0.19,-0.03,3.0,206861.0,"0.2120
","0.9769
","-0.0001
","-0.0001
","0.06
","0.19
","0.00
","-0.06
","-0.02
","0.00
","0
","3
","1
","0
","206870
"
-0.0001,0.19,-0.04,3.0,206880.0,-0.0001,0.12,-0.03,3.0,206891.0,0.0257,0.19,-0.05,3.0,206901.0,"0.2120
","-0.0001
","-0.0001
","-0.0001
","-0.06
","-0.06
","0.06
","-0.08
","-0.03
","0.02
","0
","3
","1
","0
","206911
"
-0.0001,-0.31,-0.03,3.0,206920.0,0.0257,-0.25,-0.05,3.0,206930.0,-0.0001,-0.06,-0.04,3.0,206941.0,"0.2120
","-0.0001
","-0.0001
","-0.0001
","0.00
","-0.06
","0.12
","-0.08
","-0.05
","0.01
","0
","3
","1
","0
","206951
"
-0.0001,-0.06,-0.03,3.0,206960.0,0.0257,0.12,-0.05,3.0,206970.0,0.0257,0.12,-0.03,3.0,206981.0,"0.2120
","-0.0001
","-0.0001
","-0.0001
","0.06
","-0.06
","0.12
","-0.06
","-0.02
","0.00
","0
","3
","1
","0
","206990
"
-0.0001,-0.06,-0.04,3.0,207000.0,-0.0001,0.06,-0.02,3.0,207010.0,-0.0001,0.12,-0.03,3.0,207021.0,"0.2120
","-0.0001
","-0.0001
","-0.0001
","-0.19
","0.12
","-0.06
","-0.07
","-0.02
","-0.01
","0
","3
","1
","0
","207030
"
-0.0001,0.0,-0.05,3.0,207040.0,0.0257,-0.12,-0.04,3.0,207050.0,-0.0001,-0.12,-0.05,3.0,207060.0,"0.2120
","-0.0001
","-0.0001
","-0.0001
","0.00
","0.00
","-0.06
","-0.08
","-0.04
","0.00
","0
","3
","1
","0
","207070
"
-0.0001,0.0,-0.02,3.0,207080.0,-0.0001,-0.12,-0.03,3.0,207090.0,0.0257,-0.12,-0.05,3.0,207100.0,"0.2120
","0.9769
","0.0257
","-0.0126
","0.25
","-0.12
","0.19
","-0.07
","-0.05
","0.00
","0
","3
","1
","0
","207111
"
-0.0001,0.0,-0.04,3.0,207120.0,-0.0001,0.19,-0.05,3.0,207130.0,0.0257,-0.06,-0.06,3.0,207140.0,"0.2120
","-0.0001
","-0.0001
","-0.0001
","-0.12
","-0.06
","0.12
","-0.08
","-0.03
","0.00
","0
","3
","1
","0
","207150
"
-0.0001,-0.12,-0.05,3.0,207160.0,0.0257,-0.06,-0.05,3.0,207170.0,0.0257,-0.31,-0.06,3.0,207180.0,"0.2120
","0.9769
","-0.0001
","-0.0001
","0.00
","-0.37
","-0.12
","-0.07
","-0.06
","0.01
","0
","3
","1
","0
","207191
"
-0.0001,-0.12,-0.04,3.0,207200.0,0.0257,-0.06,-0.04,3.0,207210.0,0.0257,0.12,-0.04,3.0,207220.0,"0.2120
","0.9769
","-0.0001
","-0.0001
","0.00
","0.25
","-0.12
","-0.08
","-0.05
","0.00
","0
","3
","1
","0
","207230
"
-0.0001,-0.12,-0.06,3.0,207241.0,0.0257,-0.19,-0.04,3.0,207250.0,-0.0001,-0.12,-0.04,0.06,"-0.08
","-0.0001
","-0.19
","0.37
","0.00
","-0.11
","-0.04
","0.03
","0
","3
","1
","0
","354018
","0.2121
","0.9769
"
-0.12,-0.08,0.0,-0.11,0.0,0.0,0.9769,-0.12,-0.08,0.0,0.0,-0.0001,-0.12,-0.11,0.0,"3
","1
","0
","354038
","0.2121
","0.9769
","0.0251
","-0.0120
","0.00
","-0.31
","0.00
","-0.08
","-0.04
","0.00
","0
"
