時刻(ms),相対方位(w),相対方位(x),相対方位(y),相対方位(z),角速度(x),角速度(y),角速度(z),加速度-重力加速度(x),加速度-重力加速度(y),加速度-重力加速度(z),Sys,Gyro,Accel,Mag
0.8059,0.0175,-1.31,-17.62,-2.23,0.0,0.0,75839.0,0.2154,0.5452,-10.56,-0.91,1.46,3.0,3.0
0.8105,-0.0001,22.06,-0.06,-0.01,0.0,0.0,75858.0,0.2216,-0.0001,-27.19,-0.8,0.82,3.0,3.0
0.8109,-0.0001,53.94,-0.06,-2.21,0.0,0.0,75880.0,0.2334,0.5361,-37.0,-0.64,0.45,3.0,3.0
0.8135,0.0196,89.5,-39.44,-1.93,0.0,0.0,75897.0,0.2504,-0.0001,-43.75,-0.53,-0.01,3.0,3.0
0.8123,-0.0001,122.25,-0.06,0.4,0.0,0.0,75919.0,0.2728,-0.0001,-0.06,0.1,-0.91,3.0,3.0
0.8071,0.0305,142.94,-1.25,0.94,0.0,0.0,75938.0,0.2957,0.5113,-40.94,-0.06,-1.02,3.0,3.0
0.8027,-0.0001,128.81,-0.06,0.81,0.0,0.0,75959.0,0.3152,-0.0001,-12.13,0.01,-1.53,3.0,3.0
0.7965,-0.0001,106.0,4.63,1.13,0.0,0.0,75979.0,0.3307,0.5086,-24.44,0.28,-1.83,3.0,3.0
0.7928,0.0433,75.31,7.81,1.48,0.0,0.0,75997.0,0.3414,0.5059,-0.06,0.27,-0.01,3.0,3.0
0.7896,-0.0001,41.63,-0.06,1.54,0.0,0.0,76019.0,0.3469,-0.0001,-10.56,0.31,-1.49,3.0,3.0
0.7889,0.0452,5.31,-2.81,1.29,0.0,0.0,76038.0,0.3475,0.5012,-8.19,0.12,-1.14,3.0,3.0
0.7921,-0.0001,-16.94,-0.06,0.49,0.0,0.0,76058.0,0.3453,-0.0001,-0.06,-0.06,-0.77,3.0,3.0
0.7943,-0.0001,-27.0,-0.06,-0.49,0.0,0.0,76079.0,0.3417,0.4986,-3.56,-0.15,-0.5,3.0,3.0
0.7994,0.0358,-35.19,-13.44,-0.44,0.0,0.0,76097.0,0.3369,-0.0001,-0.06,-0.22,0.03,3.0,3.0
0.8029,0.0331,-42.0,-13.0,-0.62,0.0,0.0,76119.0,0.3314,0.4919,-0.88,-0.36,0.15,3.0,3.0
0.806,0.0305,-35.94,-12.44,-0.83,0.0,0.0,76138.0,0.3268,0.4865,0.25,-0.44,0.26,3.0,3.0
